date,avg_temperature_c,total_rainfall_mm,avg_humidity,sensor_count
2026-08-04,28.067881944444444,1464.21,58.74576271186441,36
2026-08-05,27.909661835748793,1059.54,64.04878048780488,30
2026-08-06,23.636752136752136,1045.402,59.145833333333336,33
2026-08-07,28.28286252354049,1343.13,61.88461538461539,35
2026-08-08,28.159195402298852,1071.762,64.38461538461539,37
2026-08-09,26.447685185185183,930.446,59.53658536585366,33
2026-08-10,26.51857923497268,1408.25,67.18518518518519,37
2026-08-11,26.925442834138487,1597.624,64.13333333333334,40
2026-08-12,29.279951690821257,1203.694,59.74418604651163,29
2026-08-13,27.75965811965812,1309.24,66.25862068965517,36
2026-08-14,26.268923611111113,1371.944,59.69090909090909,39
2026-08-15,27.051362683438153,1386.408,62.54545454545455,36
2026-08-16,27.289166666666667,930.298,57.75675675675676,25
2026-08-17,28.68427672955975,958.412,61.0,35
2026-08-18,27.14775828460039,1182.778,58.05769230769231,32
2026-08-19,26.852083333333333,1452.616,62.473684210526315,35
2026-08-20,28.71292517006803,1225.066,61.34090909090909,27
2026-08-21,29.0619341563786,1163.344,57.9,35
2026-08-22,26.26606060606061,1271.014,59.26086956521739,36
2026-08-23,26.53352165725047,1185.634,66.11320754716981,36
2026-08-24,25.38700209643606,1008.64,61.36363636363637,32
2026-08-25,26.345911949685533,1162.752,62.645833333333336,31
2026-08-26,30.06296296296296,1014.524,55.41463414634146,33
2026-08-27,28.709777777777777,1184.802,63.609756097560975,32
2026-08-28,26.81168582375479,1499.402,62.68518518518518,34
2026-08-29,27.203935185185184,1255.814,62.68181818181818,30
2026-08-30,28.10883190883191,824.914,59.421052631578945,26
2026-08-31,27.426060606060606,1073.168,61.787234042553195,31
2026-09-01,28.16764705882353,1399.988,60.87096774193548,39
2026-09-02,27.810909090909092,1303.554,60.924528301886795,33
2026-09-03,28.148979591836735,1089.924,64.9047619047619,33
2026-09-04,27.67820512820513,1101.194,66.27659574468085,34
2026-09-05,27.30714285714286,756.86,63.175,24
2026-09-06,26.679885057471264,1282.268,63.92156862745098,35
2026-09-07,27.605858585858588,1119.324,60.229166666666664,32
2026-09-08,28.055555555555554,1131.102,61.01851851851852,33
2026-09-09,27.15533333333333,1159.61,58.38297872340426,33
